5822173901132867346	6	2	6	3
3823560032655627251	6	6	6	7
6850168224954246474	6	6	6	7
1140833490336729640	6	2	6	3
4704076870505150057	6	0	6	1
6938779217052057631	1	3	1	4
3612109197298095070	1	4	1	5
5327083885602510542	1	4	1	5
7720932336510319875	1	0	1	1
7476578137937028844	1	0	1	1
6117882796774725366	1	0	1	1
5678511966476114753	1	0	1	1
401606523820616311	1	4	1	5
4043170659478030349	1	4	1	5
7857780871899137835	1	0	1	1
375148059391570749	1	0	1	1
3759628723915606599	1	0	1	1
5693346996879954382	1	0	1	1
7326375559788697249	1	6	1	7
3396943767671684272	1	0	1	1
376933936771804007	1	0	1	1
3494382939454868060	1	0	1	1
3411077322294082758	1	0	1	1
5061826534793644227	1	0	1	1
6985193776931239933	1	0	1	1
4110767707559458252	1	0	1	1
2368349098523123122	1	0	1	1
7625433516973909578	1	0	1	1
3376254333396662535	1	0	1	1
5001935568343802882	1	0	1	1
654313531018318600	1	0	1	1
2757142790936168783	1	0	1	1
5733134460539392659	1	4	1	5
5208679491286599810	1	0	1	1
2282091125915130105	1	0	1	1
5329903389221742502	1	4	1	5
3758746376922922507	1	0	1	1
5324480323831197456	1	0	1	1
3902722864832956781	1	0	1	1
937181737765198534	1	0	1	1
5872016712583677198	1	0	1	1
2948222987685455697	1	0	1	1
4879993131638417223	6	1	6	2
8602891227952443591	1	0	1	1
1243681862732272990	1	0	1	1
5965750718568175392	1	0	1	1
4640199507777351689	1	0	1	1
8880336869263887562	6	6	6	7
1435074461363455922	1	0	1	1
1699830766725481193	1	6	1	7
6067175220061413848	1	0	1	1
3354020816528059962	1	4	1	5
5428922148324989659	1	0	1	1
2402613010304101474	1	0	1	1
8912503532515745134	1	0	1	1
2089501973274171013	1	0	1	1
8183720547463152384	1	0	1	1
4543947876647026497	1	0	1	1
2165134752686328119	1	6	1	7
5864288600180698095	1	6	1	7
3075804432990007039	1	2	1	3
6339919528442440387	1	6	1	7
7291113739805470245	1	6	1	7
4009888916348890823	1	2	1	3
3282220089921135472	1	2	1	3
7408459068638351942	1	6	1	7
6583931766850138172	1	2	1	3
5382334137403214508	1	6	1	7
3230071474058370269	6	4	6	5
6299985176653148790	1	0	1	1
3188616335809210879	1	2	1	3
499453729166356112	1	6	1	7
5505288942086734977	1	6	1	7
7384155367764775766	1	6	1	7
5997778209312076397	1	6	1	7
5482144654457685239	1	6	1	7
2701545347695440114	1	6	1	7
266431454890299340	1	2	1	3
6507288282538249725	1	2	1	3
4872043435536491907	1	6	1	7
761128290997837435	1	2	1	3
5591276290586984758	1	6	1	7
2749615393600265267	1	2	1	3
7662452504464943929	1	6	1	7
4972466048662827390	1	6	1	7
3229861786249013922	1	6	1	7
3101321128589357235	1	6	1	7
9000853482332577992	1	6	1	7
3077497452564914071	1	6	1	7
6299223810302117434	1	6	1	7
3073341574331537185	1	6	1	7
6155198586122580316	1	6	1	7
7945300370232779511	1	6	1	7
3620737225589685567	1	6	1	7
5451845306685235040	1	6	1	7
2376738015152971638	1	6	1	7
1450566697702820086	1	6	1	7
8214736507974167919	1	6	1	7
3569230177948069649	1	6	1	7
2533175396614637624	1	6	1	7
1765307773433427195	1	6	1	7
8117881103906684803	1	6	1	7
8418892740037229272	1	6	1	7
3994700512995531241	1	6	1	7
5605021577320125963	1	6	1	7
2888371597441377002	1	6	1	7
4761750155555968083	1	6	1	7
1796228140263581023	1	6	1	7
9204671256845577908	1	6	1	7
1355727792504847153	1	6	1	7
6651167666538334064	1	6	1	7
9029422386465976582	6	6	6	7
5719150347876456118	0	1	1	1
5719150347876456118	0	1	1	1
